path,bb_x1,bb_y1,bb_x2,bb_y2,width,height
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_0.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_101.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_105.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_109.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_112.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_116.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_12.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_123.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_127.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_130.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_134.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_138.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_141.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_145.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_149.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_152.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_156.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_16.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_163.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_167.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_170.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_174.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_178.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_181.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_185.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_189.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_192.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_196.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_2.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_202.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_206.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_21.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_213.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_217.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_220.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_224.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_228.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_231.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_235.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_239.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_242.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_246.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_25.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_253.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_257.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_260.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_264.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_268.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_271.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_275.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_279.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_282.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_286.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_29.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_293.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_297.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_30.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_303.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_307.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_310.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_314.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_318.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_321.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_325.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_329.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_332.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_336.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_34.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_343.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_347.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_350.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_354.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_358.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_361.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_365.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_369.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_372.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_376.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_38.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_383.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_387.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_390.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_394.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_398.jpg,187.91115,126.72209,363.5872,342.23123,640,480
/home/ubuntu/NUAA/ClientRaw/1/0001_00_00_01_400.jpg,187.91115,126.72209,363.5872,342.23123,640,480
