path,bb_x1,bb_y1,bb_x2,bb_y2
1661368721_449534_1661368786_gigante_normal.jpg,632.6058,66.37251,1023.773,638.76904
1a0e9e1220e251aed7691e77c92a148f.jpg,135.41365,87.40008,569.22723,693.9077
260px-B&W_girl_portrait_with_sunglasses.jpg,64.82536,44.05738,160.65054,172.70139
360_F_376784415_hoJmAviwEjjJYBmUd2YVM3A0NFncku9H.jpg,241.89603,159.29678,316.5406,256.5955
40207979-blind-man-with-white-stick-and-dark-glasses-at-home.jpg,372.329,80.017944,518.8362,268.49133
4727b8fb4324c7a4d6edae5e0dc51a33.jpg,209.4692,194.58653,1005.49536,1105.827
52b310b49e7c93962b60fe1551a02c1e.jpg,196.71788,153.2264,616.75964,671.7975
54558872-handsome-man-in-sunglasses-relaxing-on-a-sun-lounger-near-pool.webp,365.8582,291.98627,599.945,594.72437
5c2ca7d5061f6d33929dbb0ef218374f.jpg,143.56664,95.75115,504.70358,519.10834
5f60b2042b940f23f4db3842209ddd2b.jpg,190.98706,40.093838,520.3875,395.8614
613JkoXc4ZS._AC_.jpg,172.50632,113.53596,356.61673,326.18756
649-08577610en_Masterfile.jpg,211.81781,115.29435,281.0825,207.08954
66758bc76857f2bc8cb50e5e7717e299.jpg,174.00583,147.6251,566.9391,648.4068
"6f7d72ad-04bb-4d81-9db1-f8851dbecd44.__AC_SR166,182___.jpg",32.555233,58.70922,137.2453,163.32701
6ZY6GVSO-polarized-oversized-sunglasses-for-women.jpg,640.794,351.2981,842.46716,642.5304
73c67f8861d3cd9d74cf0b4f9cb39475.jpg,339.81744,116.46961,814.2432,754.923
7f81e4cb5e3631863a71a0c8b2e48c00 (1).jpg,129.62727,135.81921,363.89072,412.25162
7f81e4cb5e3631863a71a0c8b2e48c00.jpg,129.62727,135.81921,363.89072,412.25162
848e2d8b157d74604ee96e42a3819e0f.jpg,244.87941,191.40427,659.5966,785.1225
8ec7fc4aeff5aa4295561ceb7210d39e.jpg,173.73274,98.28723,415.4515,423.15167
9351a74c8f5f3cf234a13d11eaf8a499.jpg,207.28922,95.95818,639.3407,650.4513
9f692ec027fb9835e649f1d570544f8a.jpg,196.55246,105.31081,427.21677,468.7049
aae4bbe977777248ec571780fa40d9e2.jpg,199.59592,132.99295,401.65784,435.11554
african-american-3279360__340.jpg,213.8576,33.626614,351.42267,232.08656
AndreaBocelli_3b.jpeg,210.57979,51.237457,322.56003,189.84975
AndreaBocelli_3dc.jpeg,482.09464,102.6801,720.86426,436.7321
AndreaBocelli_73.jpeg,455.711,141.63039,685.8121,472.82053
AndreaBocelli_d9.jpeg,569.65894,120.34608,811.1316,408.64212
b49a1500256539245e81abcb27e44f14.jpg,277.69257,135.25351,440.47363,411.13022
bdc2cf8e9b520afb0b908f5b1b178420.jpg,244.75554,148.54948,552.75,607.1448
beach-6375058__340.jpg,81.31795,110.493774,107.3098,145.53629
beard-2131875__340.jpg,114.272575,55.836807,155.69783,112.111244
beer-7203797__340.jpg,102.88255,88.2697,150.22565,143.13791
best-sunglasses-women.webp,414.635,60.966606,721.16174,423.5678
bezel-4442913__340.jpg,69.25393,108.62672,153.26207,221.86035
bike-889820__340.jpg,163.28093,34.545345,188.3958,66.2973
bikini-6577406__340.jpg,100.77266,81.10117,145.41939,142.12952
black-man-6320385__340.jpg,240.80411,51.6926,366.22565,236.91986
black-white-6081540__340.jpg,346.8066,21.552221,463.66962,172.72697
blindman_2c.jpeg,187.03452,37.66578,234.21507,102.5537
blindpeople_290.jpeg,482.7316,306.4057,583.95593,448.28705
blindpeople_6c.jpeg,1005.4022,232.0008,1123.875,401.43906
blindpeople_8d.jpeg,386.9692,30.735188,460.86963,153.67377
blindpeople_92.jpeg,351.19672,64.91571,399.8562,124.76871
blindpeople_ef.jpeg,246.7909,106.721214,354.81677,234.37224
blindwoman_111.jpeg,266.32782,492.4636,361.8121,605.8423
blindwoman_1b4.jpeg,355.913,56.24911,646.5255,398.9785
blindwoman_313.jpeg,360.70734,59.258316,432.3912,165.98648
blindwoman_39b.jpeg,98.23256,80.4882,157.02863,154.22093
blindwoman_96.jpeg,324.3491,165.94519,475.4697,362.9555
blindwoman_ab.jpeg,427.9219,91.18155,483.15482,171.53462
bodyguard-247682__340.jpg,194.4298,49.99952,312.4174,213.43657
boho-4897564__340.jpg,227.9096,97.09991,310.48163,193.83707
boy-3309426__340.jpg,137.56197,71.006874,197.22406,148.85208
boy-3613271__340.jpg,104.217766,88.56705,155.34694,157.84065
boy-4808555__340.jpg,109.24987,23.140966,136.74509,52.352127
boy-4973170__340.jpg,340.04593,89.98295,377.58774,141.48468
brazil-4050650__340.jpg,67.038536,81.98663,175.03676,221.22368
casanova-fb8593ea13f13022b8b57e45c064f14ba745ea4a-s1100-c50.jpg,320.79227,156.18741,598.06573,585.6113
CaseyHarris_384.jpeg,213.76462,89.8373,399.05762,354.4561
chopper-831188__340.jpg,107.876015,82.61241,162.12871,145.47952
close-up-charming-dark-skinned-young-female-wearing-awesome-trendy-sunglasses_176420-43819.jpg,1056.9941,48.998604,1555.4348,740.6969
close-up-fashion-portrait-happy-black-woman-sunglasses-close-up-fashion-portrait-happy-young-black-woman-127606968.jpg,423.87756,100.34701,471.481,151.12407
coat-1846187__340.jpg,343.45068,76.94265,404.43796,179.28172
country-music-4930879__340.jpg,220.50296,24.795614,294.66214,124.65816
country-music-4930885__340.jpg,184.74043,90.11196,266.31436,196.17595
cute-19014__340.jpg,111.05095,32.484764,187.93794,138.4605
depositphotos_214350818-stock-photo-stylish-man-sunglasses-trendy-jacket.jpg,249.31015,75.06455,336.82904,200.96027
