path,bb_x1,bb_y1,bb_x2,bb_y2
freepik1600.png,127.13565,77.592834,282.9937,278.54987
freepik1601.png,304.91754,112.50913,390.74667,242.64514
freepik1602.png,149.47066,114.37262,334.75287,334.59616
freepik1604.png,389.81003,121.09499,503.13257,283.8939
freepik1605.png,295.0639,173.07944,359.2645,241.62349
freepik1606.png,272.66327,54.504654,443.20206,267.04846
freepik1607.png,313.81467,104.68631,388.56238,209.84303
freepik1608.png,140.3441,214.38727,182.8379,279.305
freepik1609.png,267.04132,294.26678,317.41995,362.8931
freepik1610.png,381.31314,166.82866,426.52267,219.82077
freepik1611.png,204.63036,134.53961,365.84695,338.50366
freepik1612.png,140.14658,33.427395,334.2455,310.56818
freepik1613.png,144.61993,144.89601,282.66827,331.38226
freepik1614.png,353.9644,86.194725,487.2696,284.65295
freepik1615.png,287.26465,198.2343,428.52835,368.62967
freepik1616.png,253.5502,124.351326,389.428,300.6538
freepik1617.png,283.01675,180.75356,375.06372,297.7069
freepik1618.png,432.17673,168.88466,530.511,316.41516
freepik1619.png,369.5546,102.95944,441.19974,195.94608
freepik1620.png,245.92734,219.0913,375.52316,389.84558
freepik1621.png,302.9333,78.01897,401.02783,193.58372
freepik1622.png,497.91632,205.25462,560.8178,282.53345
freepik1623.png,146.938,186.91438,212.84084,273.84265
freepik1624.png,58.624275,264.64426,155.10138,372.03848
freepik1625.png,179.58942,42.91037,261.92224,150.17035
freepik1626.png,278.73242,55.319958,467.5412,290.68893
freepik1627.png,301.39108,32.375187,415.42102,151.47171
freepik1628.png,-2.8705575,158.62492,48.18625,244.7139
freepik1629.png,160.97083,144.27773,288.6913,311.53937
freepik1630.png,226.23587,126.036,330.95004,257.49796
freepik1631.png,89.63077,348.91428,153.83243,444.57437
freepik1632.png,203.23279,301.0605,282.91183,393.87265
freepik1633.png,157.33847,215.94415,317.3394,424.5645
freepik1634.png,104.32992,340.07187,176.5815,424.91287
freepik1635.png,155.0709,224.69572,370.06873,475.6996
freepik1636.png,109.51906,257.69247,249.5634,453.24106
freepik1637.png,149.6563,236.10297,264.17725,366.76437
freepik1639.png,312.56653,167.16423,412.5021,276.41028
freepik1640.png,243.4119,128.21538,323.51718,217.55885
freepik1641.png,351.06247,69.08812,438.52505,176.18295
freepik1642.png,230.96793,133.84766,304.24057,226.19412
freepik1643.png,353.73148,80.28511,436.80154,164.48103
freepik1644.png,151.33768,61.39876,199.36874,130.47156
freepik1645.png,157.62123,134.52191,411.58685,453.63647
freepik1646.png,305.0344,99.347496,348.80603,155.23691
freepik1647.png,169.06665,262.07434,292.0471,386.6705
freepik1648.png,277.9421,96.17621,335.99896,170.96388
freepik1649.png,173.33336,122.23489,253.85081,221.00012
freepik1650.png,133.80699,333.4951,197.6715,422.52588
freepik1651.png,247.84668,72.30831,313.9379,158.0061
freepik1652.png,322.1136,159.47078,357.03717,202.60992
